Unnamed: 0,datetime,open,high,low,close,volume,close_rsi_10,close_rsi_10_ma_5,close_rsi_10_ma_9,signals
22,2023-01-02 03:30:00,16607.02,16613.85,16586.24,16602.12,3690.19661,69.90933793944936,71.73387275347703,66.2823971134076,0
23,2023-01-02 04:30:00,16602.39,16625.0,16600.8,16616.75,3846.61495,74.44140786551613,72.69439942941393,68.74661456672021,0
24,2023-01-02 05:30:00,16617.17,16629.05,16581.25,16588.35,4327.06948,56.188127563781705,69.41406080140301,68.46462488024818,0
25,2023-01-02 06:30:00,16587.97,16589.2,16548.7,16565.04,5791.85443,45.919644597160286,64.00546203914489,66.77776767203645,0
26,2023-01-02 07:30:00,16565.03,16595.92,16555.0,16587.85,3150.41571,54.88423679533534,60.26855095224856,65.56697562101984,0
27,2023-01-02 08:30:00,16587.99,16707.25,16581.8,16661.94,6194.13548,71.77177565951303,60.641038496261295,65.8039757514289,0
28,2023-01-02 09:30:00,16662.38,16674.84,16629.29,16639.44,4983.39445,63.723249154839664,58.497406754126004,64.8188011348737,0
29,2023-01-02 10:30:00,16639.74,16662.94,16619.44,16647.58,4976.78402,65.28798795862471,60.31737883309461,63.96606219600413,0
30,2023-01-02 11:30:00,16648.37,16663.27,16635.93,16641.1,3210.61774,62.88863717860714,63.71117734938398,62.77937830142527,0
31,2023-01-02 12:30:00,16641.1,16769.51,16637.44,16721.28,12856.08557,75.3454335898264,67.80341670828219,63.38338892924493,0
32,2023-01-02 13:30:00,16721.27,16772.01,16707.52,16733.71,7080.81126,76.6929948078593,68.78766053795144,63.633565256171956,0
33,2023-01-02 14:30:00,16733.71,16745.68,16710.54,16717.5,5599.20896,71.06472881052349,70.2559564690882,65.28652095025437,0
34,2023-01-02 15:30:00,16717.5,16762.86,16708.68,16727.95,5892.57705,72.50979475404444,71.70031782817215,68.24098207879706,0
35,2023-01-02 16:30:00,16727.72,16741.72,16704.07,16735.11,4695.34392,73.5166951487005,73.82592942219082,70.31125522917097,0
36,2023-01-02 17:30:00,16735.51,16746.29,16719.3,16721.54,4262.00363,68.25228137032984,72.40729897829151,69.92020030815063,0
37,2023-01-02 18:30:00,16721.96,16725.6,16685.0,16694.78,5598.29706,58.99574552753102,68.86784912222586,69.39492212733853,0
38,2023-01-02 19:30:00,16695.12,16710.41,16669.15,16698.69,5460.35075,59.87913006795651,66.63072937371246,68.79393791726429,0
39,2023-01-02 20:30:00,16698.69,16750.0,16692.01,16734.66,6426.56347,67.11976919756175,65.55272426241592,69.26406369714815,0
40,2023-01-02 21:30:00,16734.66,16739.64,16708.23,16710.88,3861.0201,59.26339769426766,62.70206477152935,67.47717081986383,0
41,2023-01-02 22:30:00,16710.69,16723.0,16707.12,16715.42,3035.91493,60.25037260397917,61.10168301825922,65.65021279721049,0
42,2023-01-02 23:30:00,16715.42,16731.71,16707.47,16723.81,2810.694,62.13416254700908,61.729366422154826,64.65792765682001,0
43,2023-01-03 00:30:00,16723.64,16738.22,16715.88,16737.56,2607.1075,65.14229165240577,62.78199873904468,63.83931620108236,0
44,2023-01-03 01:30:00,16737.56,16738.23,16709.29,16728.52,2881.53898,61.56926623101029,61.671898145734396,62.511824099116794,0
45,2023-01-03 02:30:00,16728.52,16799.23,16718.41,16757.76,3771.07914,67.8974493970736,63.39870848629558,62.47239832431054,0
46,2023-01-03 03:30:00,16757.76,16763.78,16690.18,16698.4,5609.151,49.50858553298349,61.25035107209645,61.41826943602749,0
47,2023-01-03 04:30:00,16698.4,16722.98,16660.51,16672.87,6806.55328,43.83523994879353,57.59056655245333,59.6356149783427,0
48,2023-01-03 05:30:00,16672.78,16706.14,16647.81,16695.59,5684.61483,49.55161825872915,54.47243187371801,57.68359820736131,0
49,2023-01-03 06:30:00,16695.59,16696.04,16651.42,16677.6,5606.2077,45.47921874105283,51.25442237572652,56.152022768115216,0
50,2023-01-03 07:30:00,16677.6,16688.53,16671.6,16674.03,4217.23484,44.66974905193526,46.608882306698845,54.42084237344366,0
51,2023-01-03 08:30:00,16674.04,16700.28,16666.91,16691.81,4675.39859,49.63079992300647,46.63332518470345,53.0315798596656,0
52,2023-01-03 09:30:00,16691.81,16699.63,16681.79,16685.64,3591.36818,47.97231098651672,47.46073939224809,51.123804230122374,0
53,2023-01-03 10:30:00,16685.21,16727.72,16683.31,16725.5,5214.59458,58.03769335597967,49.157954411698185,50.73140724400786,0
54,2023-01-03 11:30:00,16725.5,16778.4,16722.31,16727.58,7123.40419,58.50316607876431,51.76274387924049,49.68759798641794,0
55,2023-01-03 12:30:00,16727.58,16732.64,16707.57,16729.74,5504.97638,59.02758023062806,54.63431011497905,50.745264063934,0
56,2023-01-03 13:30:00,16730.15,16735.84,16698.15,16715.22,7060.75169,53.936471976430326,55.49544452566382,51.86762317811587,0
57,2023-01-03 14:30:00,16714.77,16766.0,16714.0,16741.31,6977.90665,60.70321023781658,58.04162437592379,53.10668895357002,0
58,2023-01-03 15:30:00,16741.22,16749.1,16721.89,16724.32,5640.0479,54.87089469342767,57.40826464341338,54.150208503833895,0
59,2023-01-03 16:30:00,16724.0,16737.58,16709.87,16721.03,5897.45752,53.75955950760388,56.4595433291813,55.16018744335263,0
60,2023-01-03 17:30:00,16721.42,16728.02,16703.0,16710.85,6466.63588,50.25983806303144,54.70599489566198,55.23008057002207,0
61,2023-01-03 18:30:00,16710.85,16739.93,16709.41,16725.53,7567.34193,54.958031636337665,54.910306827643446,56.00627175333551,0
62,2023-01-03 19:30:00,16725.53,16773.0,16631.95,16661.23,15670.06766,37.65045267499645,50.29975531507942,53.74102278878182,0
63,2023-01-03 20:30:00,16662.08,16683.45,16617.79,16676.94,12427.73835,42.56105024945334,47.83778642628455,51.96967658552504,0
64,2023-01-03 21:30:00,16677.54,16688.2,16611.3,16622.58,10273.56889,32.66880207078381,43.61963493892055,49.040923456653466,0
65,2023-01-03 22:30:00,16621.93,16644.0,16605.28,16633.65,6785.77064,36.03287323562866,40.774241973439985,47.051634707675504,0
66,2023-01-03 23:30:00,16633.15,16653.53,16626.8,16645.08,5698.95938,39.50068405616409,37.68277245740527,44.69579846526967,0
67,2023-01-04 00:30:00,16644.51,16657.54,16622.41,16643.37,6760.83384,39.14789561627502,37.982261045660984,42.94879856780827,0
68,2023-01-04 01:30:00,16643.77,16680.44,16640.4,16661.37,7053.06124,44.903220314637174,38.450695058697754,41.96476087970085,0
69,2023-01-04 02:30:00,16661.37,16685.73,16658.36,16664.63,4588.95144,45.932266759550245,41.10338799645104,41.483919623758496,0
70,2023-01-04 03:30:00,16664.44,16680.37,16647.71,16677.11,3839.28133,49.911515846732264,43.87911651867176,40.92319564713567,0
71,2023-01-04 04:30:00,16677.11,16695.0,16667.16,16675.18,5215.3637,49.28820288142688,45.836620283724315,42.21627900340572,0
72,2023-01-04 05:30:00,16675.65,16677.15,16652.66,16660.53,4922.78018,44.59147846008327,46.92533685248597,42.44188213792015,0
73,2023-01-04 06:30:00,16660.53,16737.23,16657.68,16701.97,9492.81204,57.36154516960179,49.41700182347889,45.185520260011046,0
74,2023-01-04 07:30:00,16701.63,16754.52,16701.5,16736.52,9182.6903,64.86330716641493,53.203209904851825,48.38890180787619,0
75,2023-01-04 08:30:00,16736.52,16877.65,16736.39,16862.02,18306.29002,79.45333908372892,59.111574552251156,52.82808569982783,0
76,2023-01-04 09:30:00,16862.61,16910.98,16849.44,16860.5,10155.76424,79.01182475311327,65.05629892658844,57.25741115947653,0
77,2023-01-04 10:30:00,16861.05,16867.22,16840.36,16857.57,6067.9004,78.08249919896451,71.75450307436468,60.94399770217956,0
78,2023-01-04 11:30:00,16857.57,16880.0,16849.31,16878.18,6314.32318,79.92768892750473,76.26773182594528,64.72126683195228,0
79,2023-01-04 12:30:00,16878.87,16891.27,16850.0,16869.44,7732.26528,76.87808468160246,78.67068732898278,67.71755225804897,0
80,2023-01-04 13:30:00,16869.49,16919.0,16833.5,16864.95,10747.14204,75.23944225797993,77.82790796383298,70.6010232998882,0
81,2023-01-04 14:30:00,16864.51,16869.7,16831.13,16844.91,7428.47586,68.04665391962281,75.6348737971349,73.2071539065037,0
82,2023-01-04 15:30:00,16844.69,16848.06,16832.1,16844.92,6103.39721,68.04834749609093,73.62804345656016,74.39457638722473,0
83,2023-01-04 16:30:00,16845.3,16854.24,16834.42,16835.35,6041.62493,64.41786598483264,70.52607886802576,74.34508292260448,0
84,2023-01-04 17:30:00,16835.35,16846.95,16804.08,16812.19,8292.1096,56.335916719789346,66.41764527566313,71.77648043772228,0
85,2023-01-04 18:30:00,16812.57,16837.34,16808.55,16828.2,6632.83668,60.173777120384386,63.40451224814402,69.68336403408576,0
86,2023-01-04 19:30:00,16828.4,16863.09,16795.24,16830.12,11666.84154,60.634823291378325,61.92214612249512,67.74473337768728,0
87,2023-01-04 20:30:00,16830.12,16858.51,16765.3,16854.05,14251.27171,66.07371666628204,61.52721995653335,66.20540312644032,0
88,2023-01-04 21:30:00,16853.55,16897.0,16829.0,16858.85,10314.19057,67.08720585979367,62.06108793152555,65.1175277017949,0
89,2023-01-04 22:30:00,16858.85,16940.0,16849.5,16893.24,11064.92581,73.41047709820046,65.47600000720777,64.91430935070828,0
90,2023-01-04 23:30:00,16892.98,16985.91,16872.07,16948.04,11575.12283,80.1594378696712,69.47313215706512,66.260174234047,0
91,2023-01-05 00:30:00,16948.04,16991.87,16787.85,16842.36,19122.11255,51.921064189399566,67.73038033666938,64.46825386663684,0
92,2023-01-05 01:30:00,16842.32,16852.23,16777.0,16806.49,10533.90467,45.832008198463264,63.682038643105635,62.40315855704026,0
93,2023-01-05 02:30:00,16806.49,16832.73,16793.73,16826.81,4532.62963,49.555656651284366,60.17572880140377,61.64979632720637,0
94,2023-01-05 03:30:00,16827.21,16853.71,16814.93,16826.68,4037.94925,49.5314528185185,55.39992394546738,60.46731584922127,0
95,2023-01-05 04:30:00,16826.72,16869.56,16815.54,16850.36,5842.8281,54.071582198997895,50.18235281133272,59.73806683895677,0
96,2023-01-05 05:30:00,16850.36,16878.18,16827.24,16828.45,6623.10938,49.49417367405749,49.69697470826431,57.895895395376265,0
97,2023-01-05 06:30:00,16828.09,16849.99,16807.72,16832.9,5556.45206,50.44095278781814,50.61876362613528,56.04631172071232,0
98,2023-01-05 07:30:00,16833.37,16844.44,16823.3,16836.8,4543.82321,51.32940873040943,50.97351404196029,53.592859679846654,0
99,2023-01-05 08:30:00,16836.8,16838.57,16818.86,16827.71,5040.38256,49.05207289576933,50.87763805741046,50.13648579385755,0
100,2023-01-05 09:30:00,16827.71,16842.85,16821.21,16836.41,4379.90824,51.3475773973013,50.332837097071135,50.07276503917998,0
101,2023-01-05 10:30:00,16836.41,16849.37,16835.04,16844.12,4515.36693,53.414366903915365,51.11687574304271,50.91524933978575,0
102,2023-01-05 11:30:00,16844.12,16845.8,16812.56,16817.13,5572.14194,45.84005919793547,50.19669702506618,50.50240517830255,0
103,2023-01-05 12:30:00,16817.34,16824.4,16789.87,16823.64,6746.14124,47.8229551754657,49.495406314077435,50.31257210685223,0
104,2023-01-05 13:30:00,16823.05,16829.99,16792.85,16807.53,6447.49843,43.44900685769144,48.37479310646186,49.13228595781819,0
105,2023-01-05 14:30:00,16807.74,16814.23,16780.75,16807.12,7782.61782,43.336923502756996,46.77266232755299,48.44814704989591,0
106,2023-01-05 15:30:00,16807.22,16837.59,16803.49,16825.08,6356.79431,49.65774983024783,46.02133891281948,48.36112449905476,0
107,2023-01-05 16:30:00,16825.36,16839.0,16814.71,16833.6,5709.31049,52.45340669378608,47.344008411989606,48.48601316165216,0
108,2023-01-05 17:30:00,16833.6,16834.7,16816.68,16822.13,5387.18553,48.430401227724325,47.46549762244133,48.41693853186939,0
109,2023-01-05 18:30:00,16822.13,16832.54,16777.86,16780.25,9909.86762,36.93718730248391,46.16313371139982,46.815784076889685,0
110,2023-01-05 19:30:00,16780.79,16837.0,16753.0,16829.59,13999.13031,51.884375770866185,47.87262416502167,46.64578506210644,0
111,2023-01-05 20:30:00,16830.28,16879.82,16823.1,16842.94,12667.05102,55.08487961160065,48.95805012129223,47.672987330291456,0
112,2023-01-05 21:30:00,16842.94,16865.21,16823.22,16838.28,8528.81937,53.69951299916398,49.20727138236781,48.32593819959126,0
113,2023-01-05 22:30:00,16837.96,16846.88,16811.82,16814.48,6639.45914,46.992766973599515,48.919744531542854,48.71968932358105,0
114,2023-01-05 23:30:00,16814.18,16847.59,16800.5,16841.93,7720.01139,54.30620556828403,52.39354818470288,49.938498441972946,0
115,2023-01-06 00:30:00,16841.94,16875.5,16826.67,16863.85,7269.1746,59.28982781115364,53.874638592760355,51.00872932874026,0
116,2023-01-06 01:30:00,16864.29,16873.52,16846.63,16859.02,5979.34021,57.74781659744519,54.40722598992927,51.59699709581349,0
117,2023-01-06 02:30:00,16859.02,16864.84,16834.17,16848.51,5700.5171,54.331396361140975,54.53360266232467,52.252663221748676,0
118,2023-01-06 03:30:00,16848.51,16857.96,16832.34,16837.85,3566.0679,50.93539852519085,55.32212897264294,53.80802002427166,0
119,2023-01-06 04:30:00,16838.09,16847.88,16818.91,16831.85,6833.39561,49.01922636107625,54.26473313120139,53.48967008985056,0
120,2023-01-06 05:30:00,16831.85,16872.57,16825.85,16859.78,6280.9838,57.323166069253006,53.871400782821254,53.73836858514527,0
121,2023-01-06 06:30:00,16859.44,16863.16,16820.18,16827.8,4845.69802,47.48340347467423,51.818518158267054,53.04768974909086,0
122,2023-01-06 07:30:00,16827.45,16839.79,16802.01,16837.06,7000.67909,50.231902024132566,50.998619290865385,53.407593643594524,0
123,2023-01-06 08:30:00,16836.65,16842.03,16826.46,16833.56,4769.20542,49.15158549948111,50.64185668572343,52.8348580803942,0
124,2023-01-06 09:30:00,16833.56,16837.87,16805.31,16822.99,6236.39942,45.84323803908016,50.00665902132421,51.34079255016382,0
125,2023-01-06 10:30:00,16823.24,16823.63,16792.12,16810.18,6230.44034,42.03345450500089,46.94871670847379,49.59475231767001,0
126,2023-01-06 11:30:00,16809.74,16816.45,16779.96,16786.86,6529.22759,35.984534861537185,44.648942985846375,47.55621215104736,0
127,2023-01-06 12:30:00,16786.6,16802.87,16780.15,16794.06,5763.44917,38.99616285489622,42.40179515199911,46.22963040990351,0
128,2023-01-06 13:30:00,16794.33,16812.22,16791.47,16802.11,5475.1394,42.3645865028384,41.04439535267057,45.49022598121042,0
129,2023-01-06 14:30:00,16802.11,16802.27,16762.5,16787.1,7581.99164,38.01572897699593,39.47889354025373,43.34495519318185,0
130,2023-01-06 15:30:00,16787.1,16802.98,16760.0,16767.06,6268.17791,32.99170720432015,37.67054408011758,41.73476671869807,0
131,2023-01-06 16:30:00,16767.15,16772.78,16709.88,16738.22,10651.25261,27.236132909672673,35.92086368974468,39.179681261535855,0
132,2023-01-06 17:30:00,16738.74,16749.0,16717.66,16731.02,7194.28857,25.9789452192084,33.317420162607114,36.604943452616666,0
133,2023-01-06 18:30:00,16730.65,16817.0,16679.0,16774.19,18804.40486,43.3878474501453,33.52207235206849,36.33212227606835,0
134,2023-01-06 19:30:00,16774.19,16791.49,16720.0,16748.82,11361.10297,37.61173783602224,33.441274123873754,35.84082042395961,0
135,2023-01-06 20:30:00,16748.82,16849.0,16748.26,16840.82,15225.11473,59.39332759953868,38.72159820291746,38.44179739484866,0
136,2023-01-06 21:30:00,16840.1,16854.0,16805.04,16827.21,11411.79147,56.16989856235202,44.50835133345333,40.34999025123265,0
137,2023-01-06 22:30:00,16827.21,16845.78,16811.63,16821.27,8080.32447,54.72948362396668,50.25845901440498,41.72386770913578,0
138,2023-01-06 23:30:00,16821.58,16864.15,16821.12,16850.45,9135.64548,60.28803571051976,53.638496666479874,44.1985684573051,0
139,2023-01-07 00:30:00,16850.64,16965.41,16845.0,16939.91,14143.93623,71.99953643402523,60.51605638608047,48.53277170505011,0
140,2023-01-07 01:30:00,16940.41,17041.0,16886.21,16897.48,15953.02164,62.31487318304507,61.100365502781756,52.4304095132026,0
141,2023-01-07 02:30:00,16897.96,16952.7,16889.27,16931.27,7417.97543,66.32316014717829,63.131017819747015,56.913100060754815,0
142,2023-01-07 03:30:00,16931.27,16967.41,16930.68,16958.35,5234.9501,69.23681485656519,66.0324840662667,59.78520755035702,0
143,2023-01-07 04:30:00,16958.35,16980.0,16942.1,16950.65,5806.08379,67.39463663637461,67.45380425143767,63.09441852817395,0
144,2023-01-07 05:30:00,16950.31,16979.38,16930.46,16978.18,5467.28682,70.51151594901609,67.15620015443585,64.329772789227,0
145,2023-01-07 06:30:00,16978.15,16981.91,16944.15,16950.02,4267.6657,63.601454358944274,67.4135163896157,65.15550121107057,0
146,2023-01-07 07:30:00,16950.02,16956.11,16936.26,16944.24,4191.36187,62.211047006828615,66.59109376154575,65.98678603138858,0
147,2023-01-07 08:30:00,16943.93,16958.06,16936.58,16952.46,4016.68993,63.47285200338768,65.43830119091025,66.34065450837389,0
148,2023-01-07 09:30:00,16952.73,16954.45,16936.04,16938.27,3778.01251,59.65232868906052,63.889839601447434,64.96874253671115,0
149,2023-01-07 10:30:00,16937.85,16942.06,16932.37,16934.28,3697.84857,58.55124839151898,61.49778608994801,64.55056200431936,0
150,2023-01-07 11:30:00,16934.02,16936.89,16922.14,16933.29,4212.49077,58.254804077447666,60.42845603364869,63.65407799657151,0
151,2023-01-07 12:30:00,16933.56,16948.78,16931.94,16948.09,3792.07998,61.49318942269246,60.284884516821464,62.79367517058566,0
152,2023-01-07 13:30:00,16948.18,16954.95,16926.99,16929.76,4917.47697,55.561798390344784,58.70267379421288,61.47891536547123,0
153,2023-01-07 14:30:00,16929.58,16933.95,16921.44,16928.51,4343.09876,55.158665413344764,57.80394113906973,59.773043083729966,0
154,2023-01-07 15:30:00,16928.78,16930.56,16912.18,16922.51,4731.06815,53.10374088851676,56.71443963846929,58.606630475904694,0
155,2023-01-07 16:30:00,16922.51,16925.9,16908.07,16918.3,4945.07877,51.60488031211495,55.38445488540275,57.42816750982539,0
156,2023-01-07 17:30:00,16918.3,16920.07,16908.0,16916.14,5565.59897,50.787689041972875,53.243354809258825,56.01870495855709,0
157,2023-01-07 18:30:00,16916.14,16936.58,16914.14,16919.34,5503.13343,52.03790434927967,52.538576001045804,55.172657809692545,0
158,2023-01-07 19:30:00,16919.34,16947.7,16908.6,16937.92,5735.37622,58.79171412132237,53.26518574264132,55.19937622411514,0
159,2023-01-07 20:30:00,16937.63,16947.64,16934.35,16940.42,3845.98614,59.641361974882415,54.57270995991446,55.353438212719,0
160,2023-01-07 21:30:00,16940.6,16940.61,16916.0,16922.79,5124.97026,51.34607426236242,54.52094874996395,54.225980972682336,0
161,2023-01-07 22:30:00,16922.79,16935.87,16918.85,16928.85,4106.2368,53.80022676979402,55.12345629552817,54.030250792621146,0
162,2023-01-07 23:30:00,16928.85,16940.0,16928.22,16938.12,3342.1124,57.44831259422784,56.20553794451782,54.28465603494148,0
163,2023-01-08 00:30:00,16938.12,16946.13,16935.23,16944.05,3500.68036,59.70961709759133,56.38911853977161,55.01864228039421,0
164,2023-01-08 01:30:00,16944.05,16951.92,16937.04,16945.77,4307.78731,60.38803898039898,56.53845394087492,55.994548799092435,0
165,2023-01-08 02:30:00,16945.44,16950.25,16937.0,16939.31,3924.97772,56.42326675980096,57.55389244036263,56.620724101073336,0
166,2023-01-08 03:30:00,16939.06,16941.69,16929.46,16936.31,3605.78679,54.574412774648366,57.70872964133349,56.90255837055875,0
167,2023-01-08 04:30:00,16936.31,16948.04,16931.05,16943.57,3603.7636,58.25269997785269,57.86960711805847,56.84266791017322,0
168,2023-01-08 05:30:00,16943.83,16955.0,16911.0,16926.66,6117.02466,48.160217519259135,55.559727202392025,55.56698519288175,0
169,2023-01-08 06:30:00,16926.66,16936.0,16915.25,16929.82,4392.91927,49.96032081105931,53.4741835685241,55.413012587181406,0
170,2023-01-08 07:30:00,16929.82,16934.0,16919.07,16931.18,3389.34917,50.777666489143726,52.34506351439264,55.07717255599804,0
171,2023-01-08 08:30:00,16931.46,16944.62,16926.17,16944.02,4396.50361,57.97798535425168,53.02577803031331,55.136025084889575,0
172,2023-01-08 09:30:00,16944.02,16944.99,16934.4,16934.75,2924.6404,51.88909908492192,51.753057851727156,54.267078639037415,0
173,2023-01-08 10:30:00,16934.95,16944.21,16933.54,16943.73,3386.28009,56.775193885854335,53.47605312504619,53.865651406310235,0
174,2023-01-08 11:30:00,16943.73,16951.97,16933.26,16950.92,4100.79008,60.3569461656973,55.5553781959738,54.30272689585427,0
175,2023-01-08 12:30:00,16950.92,16957.12,16943.16,16953.77,4255.90012,61.752786527355056,57.750402203616055,55.10032397948835,0
176,2023-01-08 13:30:00,16953.77,16956.01,16940.01,16946.07,4846.58066,55.84953157033831,57.32471144683338,54.83330526754231,0
177,2023-01-08 14:30:00,16945.91,16967.67,16925.05,16935.6,7110.82123,48.80130489474131,56.707152608797266,54.90453719815144,0
178,2023-01-08 15:30:00,16935.6,16940.0,16933.14,16936.41,3937.60336,49.35075608980024,55.22226504958644,54.8368077846782,0
179,2023-01-08 16:30:00,16936.41,16954.0,16926.3,16927.42,4539.40504,43.58285188664008,51.867446193775,54.037383939955575,0
180,2023-01-08 17:30:00,16927.42,16932.51,16921.4,16923.75,4218.20227,41.3886846992212,47.79462582814823,52.19412831161886,0
181,2023-01-08 18:30:00,16924.01,16938.49,16920.37,16933.03,4085.80873,48.65173786119223,46.35506708631901,51.834421508982224,0
182,2023-01-08 19:30:00,16933.32,16954.3,16931.25,16952.44,5570.28633,60.13293285157718,48.62139267768619,52.20750361628477,0
183,2023-01-08 20:30:00,16952.44,17019.79,16938.0,17000.43,9212.24098,75.3030161613576,53.811844691997656,53.86817806024702,0
184,2023-01-08 21:30:00,17000.43,17022.08,16916.1,16936.87,10618.32869,48.272110599907336,54.749696434651106,52.370325179419495,0
185,2023-01-08 22:30:00,16936.87,16952.03,16920.3,16928.5,5335.0462,45.863247669620414,55.644609028730954,51.26073807933974,0
186,2023-01-08 23:30:00,16928.89,16936.49,16919.94,16929.84,3902.21677,46.3395763465136,55.18217672579523,50.9872126850922,0
187,2023-01-09 00:30:00,16930.03,16939.45,16923.84,16927.25,3702.07617,45.48018843312248,52.25162784210429,50.557149612128015,0
188,2023-01-09 01:30:00,16927.25,16982.43,16924.41,16966.67,8747.8127,58.4966897277296,48.89036255537869,52.2142427055824,0
189,2023-01-09 02:30:00,16966.95,16988.02,16945.5,16957.46,6021.89438,55.08274862823961,50.252490161045145,53.73580536436222,0
190,2023-01-09 03:30:00,16957.28,16976.53,16952.67,16963.14,4593.80115,56.8099945978559,52.441839546692236,54.64227833510264,0
191,2023-01-09 04:30:00,16963.27,17176.99,16962.95,17127.83,15750.36489,80.70881107022836,59.31568649143519,56.92848702606388,0
192,2023-01-09 05:30:00,17127.83,17199.0,17104.66,17184.51,16663.49596,84.07790711294638,67.03523022739998,57.90347490957374,0
193,2023-01-09 06:30:00,17185.28,17230.0,17145.52,17175.02,11243.36822,81.43218429508721,71.6223291408715,61.5879275423715,0
194,2023-01-09 07:30:00,17175.02,17252.6,17161.7,17191.47,14664.83212,82.49321057015673,77.1044215292549,65.65792342020887,0
195,2023-01-09 08:30:00,17191.47,17217.34,17176.72,17197.0,8227.46784,82.8590717895673,82.3142369675972,69.71564513610373,0
196,2023-01-09 09:30:00,17197.0,17253.19,17194.32,17226.49,11007.13679,84.74772270551038,83.1220192946536,74.07870449970238,0
197,2023-01-09 10:30:00,17227.11,17262.56,17200.6,17205.95,8658.79449,78.08900781817431,81.92423943569918,76.25562873197403,0
198,2023-01-09 11:30:00,17205.95,17220.59,17180.0,17189.24,7006.60552,72.91070791742972,80.21994416016769,78.2365130974396,0
199,2023-01-09 12:30:00,17189.25,17215.48,17183.92,17198.48,6873.81205,73.97119301258662,78.51554064865365,80.14331292129856,0
200,2023-01-09 13:30:00,17198.01,17240.0,17186.95,17191.68,8729.24544,71.676737842909,76.27907385932201,79.13974922937419,0
201,2023-01-09 14:30:00,17191.68,17270.0,17189.53,17238.38,11688.66494,77.09754997315572,74.74903931285108,78.36415399161967,0
202,2023-01-09 15:30:00,17238.38,17285.48,17235.59,17264.5,10364.82478,79.53204714595665,75.03764717840754,78.15302764171628,0
203,2023-01-09 16:30:00,17264.1,17278.87,17236.21,17238.93,7685.46206,71.28938933237077,74.71338346139575,76.9081586152956,0
204,2023-01-09 17:30:00,17239.47,17254.97,17228.85,17249.06,7702.65742,72.54203892776736,74.42755264443191,75.76182163065117,0
205,2023-01-09 18:30:00,17249.4,17295.55,17190.74,17226.9,11770.67245,65.58666443724391,73.20953796329889,73.63281515639933,0
206,2023-01-09 19:30:00,17227.3,17276.13,17206.98,17264.25,13182.45775,70.8252725211169,71.95508247289112,72.82573345672628,0
207,2023-01-09 20:30:00,17263.67,17335.35,17228.67,17268.49,17858.24406,71.37490056582114,70.32365315686403,72.65508819543645,0
208,2023-01-09 21:30:00,17268.49,17357.7,17268.02,17327.84,16193.72323,77.86156406024874,71.63808810243961,73.0873516451767,0
209,2023-01-09 22:30:00,17328.25,17375.77,17316.43,17356.96,12553.81044,80.29579321334528,73.18883895955518,74.04502446411405,0
210,2023-01-09 23:30:00,17356.57,17398.8,17323.71,17350.71,14266.71978,78.24410074075944,75.72032622025829,74.17241899384778,0
